"","student","time","Multi","Math","Gender","Origin","Parent_Math"
"206",35,1,9.96406301195435,5.44351524729955,0,0,8.75
"207",35,2,10.3397129929104,4.2911109803614,0,0,8.75
"208",35,3,12.779347670882,6.16688659806116,0,0,8.75
"209",35,4,13.5734950587693,5.88990220806169,0,0,8.75
"210",35,5,14.3549352505838,5.01152909024551,0,0,8.75
"211",36,0,10.0131772827752,4.95844232666504,0,0,7.25
"212",36,1,11.6267091002247,5.59885760272934,0,0,7.25
"213",36,2,12.0109720848242,4.8540777459411,0,0,7.25
"214",36,3,12.8183016648897,5.20096204722348,0,0,7.25
"215",36,4,12.0047207163059,4.55822156029466,0,0,7.25
"216",36,5,14.0561296227914,6.99123169822132,0,0,7.25
"217",37,0,8.77260764087699,3.50666563543822,0,0,7.5
"218",37,1,9.99857219709029,4.73548050065053,0,0,7.5
"219",37,2,13.1998220349346,4.79463111002794,0,0,7.5
"220",37,3,12.3989094781236,4.75144287428545,0,0,7.5
"221",37,4,13.2386603808071,6.63271901556799,0,0,7.5
"222",37,5,13.6062082055922,5.09686702622765,0,0,7.5
"223",38,0,11.6423477276178,6.3389810870038,1,0,7.25
"224",38,1,12.8169456582271,5.13678682579317,1,0,7.25
"225",38,2,12.8045354528995,4.54945366817882,1,0,7.25
"226",38,3,13.6217615448107,5.36470649345589,1,0,7.25
"227",38,4,14.4734707233141,7.8119274931476,1,0,7.25
"228",38,5,15.2452809495682,6.47780058794218,1,0,7.25
"229",39,0,9.5559203185406,5.05814903393232,0,0,8.75
"230",39,1,9.15794907195258,5.1541630897865,0,0,8.75
"231",39,2,11.9719580720146,5.81716180933064,0,0,8.75
"232",39,3,12.3654885466103,5.51098099413126,0,0,8.75
"233",39,4,12.3592983352425,5.21801917013571,0,0,8.75
"234",39,5,11.5734800392209,5.8891913834993,0,0,8.75
"235",40,0,9.9668834367029,3.70400597546262,1,1,7.75
"236",40,1,11.5923108334775,4.90739889631846,1,1,7.75
"237",40,2,12.8100100189952,5.74504164621574,1,1,7.75
"238",40,3,14.4457742904881,7.43764398044928,1,1,7.75
"239",40,4,13.2217959627779,6.30283061059252,1,1,7.75
"240",40,5,14.4169107961213,6.07163215076312,1,1,7.75
"241",41,0,11.55347162802,4.0057655403656,1,1,8.25
"242",41,1,14.0017608693003,6.29113244698829,1,1,8.25
"243",41,2,12.7596711271725,4.29916692388128,1,1,8.25
"244",41,3,13.9931004712789,5.88126502079665,1,1,8.25
"245",41,4,15.1933317041637,5.89220849326623,1,1,8.25
"246",41,5,15.6022796603648,6.31568507814786,1,1,8.25
"247",42,0,9.88675184003911,3.6576287185218,0,0,9.75
"248",42,1,9.92399412234824,5.42018031924725,0,0,9.75
"249",42,2,13.5412380209208,6.23627587374535,0,0,9.75
"250",42,3,10.2882315361527,3.72765774445366,0,0,9.75
"251",42,4,11.1144315193744,4.96761457585859,0,0,9.75
"252",42,5,11.9202443415231,5.24271584108248,0,0,9.75
"253",43,0,8.03173776631833,3.02736171435362,1,0,5.75
"254",43,1,10.0575533996932,4.24912856394942,1,0,5.75
"255",43,2,12.5077059239513,6.6226783689233,1,0,5.75
"256",43,3,13.298934590541,6.20756074496783,1,0,5.75
"257",43,4,12.8691575853498,4.79831552930507,1,0,5.75
"258",43,5,14.4951362796268,6.02779950138359,1,0,5.75
"259",44,0,12.3597010229596,5.23707702148941,1,0,8.75
"260",44,1,11.9915879128485,6.74617596309935,1,0,8.75
"261",44,2,12.3542928627933,4.98112704294295,1,0,8.75
"262",44,3,11.51652069811,3.19349789677952,1,0,8.75
"263",44,4,12.3243533658889,3.5641916425864,1,0,8.75
"264",44,5,12.7697885249144,5.71448446312068,1,0,8.75
"265",45,0,10.8579365500075,4.73550939135256,1,0,6
"266",45,1,12.486628213741,6.09338905675997,1,0,6
"267",45,2,12.0534874271061,4.52494741164961,1,0,6
"268",45,3,13.2391723621433,3.84746367273094,1,0,6
"269",45,4,12.4715660996982,5.38055000473919,1,0,6
"270",45,5,12.8840043709631,5.96921142850084,1,0,6
"271",46,0,11.6805340365549,4.40022936039128,0,0,5.25
"272",46,1,8.88400210289103,4.56436124203452,0,0,5.25
"273",46,2,10.8730819851704,4.04754890467954,0,0,5.25
"274",46,3,9.67013573150023,3.90811265640159,0,0,5.25
"275",46,4,10.4623947729708,3.54175920002805,0,0,5.25
"276",46,5,9.71114390317787,5.84889109831634,0,0,5.25
"277",47,0,10.4608046215617,6.74423600548099,1,0,7
"278",47,1,10.0018525063051,3.95423124022076,1,0,7
"279",47,2,11.209775191518,4.3291852075469,1,0,7
"280",47,3,8.79339276838295,3.55386037968448,1,0,7
"281",47,4,11.2044442217737,4.07688839130022,1,0,7
"282",47,5,10.8468846195657,6.08544926420489,1,0,7
"283",48,0,11.6255307106405,4.13834555224321,1,0,6.5
"284",48,1,10.0201036018265,3.88149879811251,1,0,6.5
"285",48,2,10.8315385029081,4.42267409554052,1,0,6.5
"286",48,3,11.6788371236861,6.66115827522777,1,0,6.5
"287",48,4,12.0227280260626,4.00570394483421,1,0,6.5
"288",48,5,12.8276446725655,4.23839223960488,1,0,6.5
"289",49,0,12.469524345373,7.15691112120046,0,0,7
"290",49,1,10.7911444587832,3.44745547004429,0,0,7
"291",49,2,11.9959950980949,3.67701986709949,0,0,7
"292",49,3,10.7892522095017,3.35790169424719,0,0,7
"293",49,4,12.031034555169,5.33531917974404,0,0,7
"294",49,5,13.6386124870427,5.69395713440503,0,0,7
"295",50,0,9.49716123439526,3.68202262632244,0,0,9.5
"296",50,1,10.7628210652682,6.78948094608624,0,0,9.5
"297",50,2,9.53718873656995,5.5763892885328,0,0,9.5
"298",50,3,12.7387220111945,5.64895400466385,0,0,9.5
"299",50,4,11.923671237213,4.93665163949152,0,0,9.5
"300",50,5,11.8986845683949,3.7541168862051,0,0,9.5
"301",51,0,6.83366774110901,2.18220568040678,0,0,5.25
"302",51,1,10.091082085008,4.89943291432811,0,0,5.25
"303",51,2,13.3008460283656,5.3615274189448,0,0,5.25
"304",51,3,12.8639449872113,3.61512561104289,0,0,5.25
"305",51,4,12.0972196993932,5.18990550055197,0,0,5.25
"306",51,5,13.308680149276,5.73228993656565,0,0,5.25
"307",52,0,9.94310295950452,4.45154666465231,1,0,8.75
"308",52,1,11.5658856257763,5.52977341168264,1,0,8.75
"309",52,2,11.955823100761,5.05354804434796,1,0,8.75
"310",52,3,13.1410271844807,4.35330723451742,1,0,8.75
"311",52,4,13.1187913831322,3.3009617596888,1,0,8.75
"312",52,5,13.1464402585221,4.60948977019789,1,0,8.75
"313",53,0,11.2539000823871,4.07622937876071,0,0,5.75
"314",53,1,13.6925759824745,5.9066292732334,0,0,5.75
"315",53,2,10.8888882507742,5.73210137085064,0,0,5.75
"316",53,3,12.0862860070566,5.60894595325599,0,0,5.75
"317",53,4,11.2528175685,4.02499764788619,0,0,5.75
"318",53,5,12.0594970232166,4.34111370932953,0,0,5.75
"319",54,0,11.2841827210457,5.04115690547873,1,0,5.5
"320",54,1,10.0718774024011,4.45878768077686,1,0,5.5
"321",54,2,13.3027637476568,5.92053421980975,1,0,5.5
"322",54,3,13.27144049613,4.43811038068054,1,0,5.5
"323",54,4,12.9022412146171,5.89580449358095,1,0,5.5
"324",54,5,13.7018757255124,5.87850712707821,1,0,5.5
"325",55,0,9.56427543043895,4.51707306682995,0,0,8.25
"326",55,1,11.1831079028706,5.40835046370032,0,0,8.25
"327",55,2,12.7729893285495,4.92947247178038,0,0,8.25
"328",55,3,12.7669601039737,4.64412960962664,0,0,8.25
"329",55,4,12.3834691287666,5.42544606691874,0,0,8.25
"330",55,5,13.9612380065176,4.37332203808613,0,0,8.25
"331",56,0,8.85205080660289,3.05221416279611,0,0,5.25
"332",56,1,8.0635449651181,3.59619391467644,0,0,5.25
"333",56,2,10.491921298532,4.93915005969126,0,0,5.25
"334",56,3,10.4841764421252,4.5726121299275,0,0,5.25
"335",56,4,11.6874465232423,4.72737403897835,0,0,5.25
"336",56,5,12.4750147028214,4.13901791190467,0,0,5.25
"337",57,0,9.93856374208379,4.23672081524398,0,0,8.75
"338",57,1,11.5685696077967,5.65679722743782,0,0,8.75
"339",57,2,11.1379888019133,4.20951083629102,0,0,8.75
"340",57,3,11.1438416796325,4.48650779655106,0,0,8.75
"341",57,4,13.5567855401813,5.09909705573058,0,0,8.75
"342",57,5,13.1926875337636,6.79821731190612,0,0,8.75
"343",58,0,10.0465407815691,4.66443372535493,1,0,6.25
"344",58,1,8.84862460354128,4.76305399041073,1,0,6.25
"345",58,2,9.63808804338492,4.26439413880483,1,0,6.25
"346",58,3,11.2541608042726,5.0250636970127,1,0,6.25
"347",58,4,11.5971046126717,2.32478660328221,1,0,6.25
"348",58,5,12.4331337587858,4.02992455989624,1,0,6.25
"349",59,0,11.2407882023164,4.39218355319674,0,0,6.25
"350",59,1,11.2547803702363,5.05438566423051,0,0,6.25
"351",59,2,10.4535387816735,4.99562546552544,0,0,6.25
"352",59,3,12.4632305414907,5.45430376665023,0,0,6.25
"353",59,4,12.0654184246301,5.55784889574811,0,0,6.25
"354",59,5,13.2751953310825,6.02055689991367,0,0,6.25
"355",60,0,8.07930924061751,5.27875913084193,0,0,5.75
"356",60,1,10.8614096767445,4.43163314928045,0,0,5.75
"357",60,2,10.4552246143323,4.13891500798237,0,0,5.75
"358",60,3,11.2679022178987,4.73890322229082,0,0,5.75
"359",60,4,12.4746002537004,5.05589866381291,0,0,5.75
"360",60,5,11.6826629905336,5.43748080192371,0,0,5.75
"361",61,0,9.64090692274512,4.3978021906352,0,0,6.25
"362",61,1,12.4601099986221,5.30661899850171,0,0,6.25
"363",61,2,12.853504955999,4.99402461044601,0,0,6.25
"364",61,3,13.2823082178633,6.35718583895622,0,0,6.25
"365",61,4,14.0637313187242,5.47800386395226,0,0,6.25
"366",61,5,14.1001319670708,7.20072376812593,0,0,6.25
"367",62,0,9.59385207283044,4.51209294075924,0,1,7.5
"368",62,1,8.76858544701186,3.31630876695851,0,1,7.5
"369",62,2,9.99875386318371,4.7440781440787,0,1,7.5
"370",62,3,11.9780003931693,3.76188641128147,0,1,7.5
"371",62,4,11.5819747416136,3.94997891738115,0,1,7.5
"372",62,5,13.6114588820676,5.34536383288673,0,1,7.5
"373",63,0,10.3483772258508,6.10590274659643,1,1,9.5
"374",63,1,12.2992241778772,3.779654782864,1,1,9.5
"375",63,2,12.3381393728401,5.6213796966305,1,1,9.5
"376",63,3,13.9458735998889,5.98741457473291,1,1,9.5
"377",63,4,13.5465878257774,6.02121647689933,1,1,9.5
"378",63,5,13.5180269464364,4.66952639564445,1,1,9.5
"379",64,0,9.65878711292223,3.83926843425378,1,0,5.5
"380",64,1,11.6465150768262,3.25847436031096,1,0,5.5
"381",64,2,10.8558463638163,3.70009269843327,1,0,5.5
"382",64,3,13.2869549260562,5.17235601777204,1,0,5.5
"383",64,4,12.8942865664797,5.51933782885494,1,0,5.5
"384",64,5,13.7261886844325,7.02915746336073,1,0,5.5
"385",65,0,7.52745338539136,4.17915272446523,0,1,9
"386",65,1,11.5361302375796,4.58979887087232,0,1,9
"387",65,2,9.52389519133801,4.01075540197144,0,1,9
"388",65,3,11.1277557072397,4.19346059779239,0,1,9
"389",65,4,11.1224262393237,3.94123485801689,0,1,9
"390",65,5,10.7064144217968,3.18344954351032,0,1,9
"391",66,0,9.1283863174901,5.15980048469236,1,1,9.5
"392",66,1,10.7392873053569,5.67570747059298,1,1,9.5
"393",66,2,12.7385851693614,5.64247774228034,1,1,9.5
"394",66,3,13.1269396122011,5.09133280320841,1,1,9.5
"395",66,4,13.5732003790685,7.28069885806369,1,1,9.5
"396",66,5,14.7488230621784,6.12700267614133,1,1,9.5
"397",67,0,10.4159935758614,6.96471844055671,1,1,8.25
"398",67,1,11.9890385529339,5.68902812667663,1,1,8.25
"399",67,2,9.95150416550467,3.91265217590905,1,1,8.25
"400",67,3,9.52930852769084,2.86220750570415,1,1,8.25
"401",67,4,10.3503732699215,3.85913070255052,1,1,8.25
"402",67,5,10.3408181369996,3.4069184915287,1,1,8.25
"403",68,0,9.18086414371451,3.42917044952376,0,0,7.25
"404",68,1,8.3987186474658,4.27416388751407,0,0,7.25
"405",68,2,9.1651184659556,2.68398063252746,0,0,7.25
"406",68,3,11.2165057919609,5.11596943911835,0,0,7.25
"407",68,4,10.8023293653887,4.44504698758654,0,0,7.25
"408",68,5,12.4002818989949,4.34814730942193,0,0,7.25
"409",69,0,9.24061229379094,4.38385839603911,0,1,6.25
"410",69,1,9.20483139457482,2.69046912775268,0,1,6.25
"411",69,2,10.0066923296529,2.77854090792434,0,1,6.25
"412",69,3,10.8501531993206,4.83539727258067,0,1,6.25
"413",69,4,10.844999680365,4.59149860361019,0,1,6.25
"414",69,5,11.2485441614585,4.75924693797036,0,1,6.25
"415",70,0,10.6939378896916,3.0612249786553,0,0,9.25
"416",70,1,9.5332321716069,4.9208907991961,0,0,9.25
"417",70,2,11.9252354034321,4.54243073517049,0,0,9.25
"418",70,3,12.7192795098258,4.26055838045188,0,0,9.25
"419",70,4,11.5610383854937,6.23686511004532,0,0,9.25
"420",70,5,12.3407989863881,5.27900261936683,0,0,9.25
"421",71,0,11.5402548408138,3.84850719851526,1,0,8.5
"422",71,1,11.1829208497094,5.86774548394933,1,0,8.5
"423",71,2,12.000995405034,6.72315322065314,1,0,8.5
"424",71,3,11.1339880122097,3.55191933915861,1,0,8.5
"425",71,4,11.5720017848888,5.35098297679866,1,0,8.5
"426",71,5,11.1412618907717,3.89616747616719,1,0,8.5
"427",72,0,12.0079156222741,4.70942568311581,1,0,7.25
"428",72,1,12.3790651192056,3.34402868775978,1,0,7.25
"429",72,2,13.9888807843668,3.80857101087448,1,0,7.25
"430",72,3,12.8065132457894,4.64305593441401,1,0,7.25
"431",72,4,14.8393151298762,6.19545846506697,1,0,7.25
"432",72,5,14.8414358308771,6.29582409015864,1,0,7.25
"433",73,0,10.3020643301649,4.85056484144023,0,0,10
"434",73,1,9.89709243707746,4.61526191217146,0,0,10
"435",73,2,10.2786894101931,3.74430872449996,0,0,10
"436",73,3,11.1066750248343,5.06877346792516,0,0,10
"437",73,4,10.3130639030263,5.37113752259867,0,0,10
"438",73,5,10.3011915352087,4.80925840016391,0,0,10
"439",74,0,13.9868817588269,6.05520195204146,0,0,8.5
"440",74,1,11.5508937272847,4.3520098094338,0,0,8.5
"441",74,2,11.1628372821858,4.91725797640859,0,0,8.5
"442",74,3,12.3724808781707,5.37365684581447,0,0,8.5
"443",74,4,12.4060091394104,6.96043635699056,0,0,8.5
"444",74,5,13.1923117821405,6.31218663960337,0,0,8.5
"445",75,0,10.1012704807506,4.91336770319501,1,0,5
"446",75,1,10.0937543791333,4.55765596601175,1,0,5
"447",75,2,12.9090787331523,5.28290595155563,1,0,5
"448",75,3,12.1091434755598,5.28596999132025,1,0,5
"449",75,4,12.8623408261122,3.07095846175519,1,0,5
"450",75,5,12.1021063315706,4.9529257031179,1,0,5
"451",76,0,9.58427946576979,3.59080612226705,0,0,7.25
"452",76,1,11.6126514977486,4.933558694868,0,0,7.25
"453",76,2,11.170750842882,2.95054203402958,0,0,7.25
"454",76,3,13.6430940585585,6.37430241299699,0,0,7.25
"455",76,4,13.2011249102469,4.38804418844189,0,0,7.25
"456",76,5,14.0340029739683,5.94405204424063,0,0,7.25
"457",77,0,9.60458384574218,4.0834963227675,1,0,7
